,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,session_length_in_minutes,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month,payment_type_AA,payment_type_AB,payment_type_AC,payment_type_AD,payment_type_AE,employment_status_CA,employment_status_CB,employment_status_CC,employment_status_CD,employment_status_CE,employment_status_CF,employment_status_CG,housing_status_BA,housing_status_BB,housing_status_BC,housing_status_BD,housing_status_BE,housing_status_BF,housing_status_BG,source_INTERNET,source_TELEAPP,device_os_linux,device_os_macintosh,device_os_other,device_os_windows,device_os_x11,retr_local_fraud_rate,retr_total_neighbors,retr_fraud_neighbors,retr_similarity_mean,retr_similarity_max
903157,1.2733135111862077,0.47771744802784993,-0.048985570442958905,-0.3643981574151063,0.6028075809070551,-0.3760971310818094,-0.7397914944420376,-1.0030013402706146,-0.9402942515036703,-2.272767360382885,-2.9076845134831695,-1.4907497288000935,-1.24436256098683,0.5893600251927754,-1.0877316080671091,1.2124890351248945,0.36024341884064615,0.13567805080091924,1.859984146583067,1.3516688197445228,-0.1633558782233653,-0.5553386634689537,0.8701725115258554,-0.08578417711553736,0.0,2.378705922087916,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903158,1.2733135111862077,1.3215907847954933,-0.048985570442958905,-0.16990046747003637,-0.20076193747419424,-0.5153701962988924,-0.8295122021902066,-2.0725054100846836,-0.5724750563228873,-1.8908625808705344,-3.120098994107134,0.016390508506447715,-1.8969491358349606,1.0354851626879271,0.9193444344023358,1.2124890351248945,0.36024341884064615,-1.5367064529303867,1.859984146583067,0.8484807933888295,-0.1633558782233653,-1.2090418317693445,-1.1491974140236758,-0.08578417711553736,0.0,2.378705922087916,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
903159,-0.8908200976461228,-0.9244211830499347,-0.048985570442958905,1.4381717602057613,0.6028075809070551,0.016152866057781323,-0.8716597314487412,-0.45687273977019477,-0.870257306175476,-2.457401331327196,-2.9619469537656875,1.3666757496624216,-1.24436256098683,-0.2797058676135144,-1.0877316080671091,1.2124890351248945,0.36024341884064615,-1.5367064529303867,-0.537638991083379,-0.7763515585630236,-0.1633558782233653,-0.4005248955290525,-1.1491974140236758,-0.08578417711553736,0.0,2.378705922087916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903160,-0.8908200976461228,-0.0030592767148622147,-0.048985570442958905,-0.3861419021894463,-0.20076193747419424,-0.20832739742512366,-0.743835468995077,-0.4553833524185498,-1.551379571058069,-2.046923378031201,-3.049706057311299,0.27895434941562214,0.12894208065039564,0.826537410259971,0.9193444344023358,-0.824749726414634,0.36024341884064615,1.205912249747115,-0.537638991083379,1.3516688197445228,-0.1633558782233653,1.3592973372225006,0.8701725115258554,-0.08578417711553736,0.0,2.378705922087916,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903161,-0.24409526377989132,0.556410633405359,-0.048985570442958905,1.528831001948341,-1.1892705235474137,-0.18113903829784844,-0.18169375635588378,1.6048168576704276,-1.8356901191990704,0.8334345369537663,-3.0946185564997255,0.07284256323611031,-0.4878146024173084,1.0633231105474457,-1.0877316080671091,1.2124890351248945,0.36024341884064615,-1.5367064529303867,1.859984146583067,0.8484807933888295,-0.1633558782233653,-0.00044032095653713955,-1.1491974140236758,-0.08578417711553736,0.0,2.378705922087916,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903162,0.866472221202399,0.006158526973224308,-0.048985570442958905,-0.6365314946277887,-0.20076193747419424,-0.49318993977911557,-0.5927889281021967,-0.6237728804658915,-0.5961245861562624,-2.307433499569383,-3.027962195973308,-0.9394667187335086,0.31422008190565465,-0.16714483564864627,0.9193444344023358,-0.824749726414634,0.36024341884064615,0.13567805080091924,-0.537638991083379,-0.7763515585630236,6.121604014963245,-1.7780116891151556,0.8701725115258554,-0.08578417711553736,0.0,2.378705922087916,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
903163,0.107576626348011,-0.49445982979517583,-3.016623239633952,-0.03737779375559926,-0.20076193747419424,-0.5173081802400608,-0.4151120295657797,0.9992266803131287,-0.7251502665095921,-1.8881535329190644,-3.034960597789367,1.056274579543426,0.6617375812277058,-0.19527148805072678,0.9193444344023358,-0.824749726414634,0.36024341884064615,0.13567805080091924,-0.537638991083379,-0.7763515585630236,-0.1633558782233653,-0.7796225036135552,0.8701725115258554,-0.08578417711553736,0.0,2.378705922087916,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903164,1.2733135111862077,-1.7020957062245141,-0.048985570442958905,-0.7934691817228343,0.6028075809070551,-0.39977430293241484,-0.7300974862992405,-1.6808993407597212,-1.8510850895736972,-1.935077889106901,-3.1077598448477017,-1.4907497288000935,-0.06546226766873924,0.9658682860324935,0.9193444344023358,1.2124890351248945,0.36024341884064615,0.13567805080091924,1.859984146583067,0.8484807933888295,-0.1633558782233653,2.2874351576467387,-1.1491974140236758,-0.08578417711553736,0.0,2.378705922087916,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
903165,1.2733135111862077,-1.0308209373082131,-0.19899728687757026,-1.8776461621321139,-0.20076193747419424,-0.19400476107174286,-0.6021775507809863,-2.199315450686163,-1.8892326488453515,-1.756744950867089,-3.1408395065292702,0.4150450389192194,-0.720081511290177,1.0494047590507982,0.9193444344023358,-0.824749726414634,0.36024341884064615,-0.2503167510973617,-0.537638991083379,1.3516688197445228,-0.1633558782233653,-1.383693554546001,0.8701725115258554,-0.08578417711553736,0.0,2.378705922087916,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903166,0.866472221202399,0.8938365939240539,-0.048985570442958905,-0.43116199801774974,-0.20076193747419424,-0.4624590019640019,-0.9117812897055576,-0.396787267198046,-0.14930563807789177,-1.940878556567451,-1.8723157778007467,1.5525097993318446,-0.970627272003703,0.2537752924131467,0.9193444344023358,1.2124890351248945,0.36024341884064615,0.9769558060965301,-0.537638991083379,-0.7763515585630236,-0.1633558782233653,1.590379139569488,-1.1491974140236758,-0.08578417711553736,0.0,2.378705922087916,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
